ID,Age,Height,Weight,Position,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,ShortPassing,LongPassing,BallControl,Vision,Reactions,Composure,Crossing,Dribbling,Stamina,Agility,Acceleration,CAMRating,CMRating,RMRating,LMRating,CDMRating,Prospect,Position_n
TRAIN_1031,21,179,70,CM,6.5217,6.0526,7.0588,6.6667,7.5,7.0492,7.8313,8.0952,7.7528,7.619,7.5,6.2651,7.2727,7.2826,9.5062,7.7632,7.2289,7.6,8.0822,7.7027,7.7027,8.2857,0,2
TRAIN_1032,21,170,74,LM,6.9565,5.6579,5.4412,5.9091,4.8684,4.2623,6.6265,6.0714,6.7416,6.0714,4.6875,5.5422,6.4773,7.2826,6.0494,6.8421,7.2289,6.5333,6.3014,6.6216,6.6216,5.7143,0,3
TRAIN_1033,21,168,60,LM,7.1014,3.9474,4.5588,5.4545,4.0789,3.7705,6.506,5.9524,6.2921,5.3571,3.75,4.2169,4.8864,6.5217,5.679,7.3684,7.7108,5.8667,5.6164,5.9459,5.9459,5.2857,0,3
TRAIN_1034,20,175,72,RM,8.4058,5.7895,4.5588,5.9091,1.1842,5.7377,5.7831,5.3571,6.5169,5.4762,5.0,5.7831,5.3409,7.0652,6.2963,8.2895,8.5542,6.5333,5.4795,6.6216,6.6216,3.8571,1,4
TRAIN_1035,20,180,71,CDM,5.0725,4.6053,4.5588,4.5455,6.0526,6.3934,6.3855,6.0714,6.5169,5.3571,3.9062,5.6627,3.75,5.6522,7.284,4.8684,5.9036,5.7333,6.0274,5.5405,5.5405,6.4286,0,1
TRAIN_1036,21,188,80,LM,7.971,4.6053,5.5882,6.0606,5.7895,5.4098,7.1084,6.6667,6.7416,5.5952,6.25,6.506,6.3636,7.0652,7.9012,8.2895,8.0723,6.6667,6.5753,6.8919,6.8919,6.7143,0,3
TRAIN_1042,20,177,78,RM,6.9565,6.1842,5.4412,6.5152,1.3158,4.2623,6.2651,5.9524,7.5281,6.0714,5.3125,6.1446,6.3636,7.3913,5.8025,7.8947,7.7108,6.8,6.0274,6.8919,6.8919,4.0,1,4
TRAIN_1043,17,172,63,CAM,6.3768,3.5526,2.9412,4.2424,4.0789,2.459,4.9398,4.6429,5.7303,4.2857,3.125,3.8554,3.0682,5.7609,5.0617,4.8684,7.1084,4.9333,4.6575,4.8649,4.8649,4.5714,1,0
TRAIN_1044,17,182,65,RM,5.2174,3.6842,2.3529,3.7879,0.9211,0.4918,3.6145,3.0952,4.8315,4.1667,2.5,3.8554,4.4318,5.5435,2.3457,6.1842,6.1446,4.2667,3.2877,4.3243,4.3243,2.1429,1,4
TRAIN_1045,19,173,68,CAM,5.0725,2.7632,3.5294,3.7879,3.8158,3.2787,5.7831,5.4762,5.0562,4.7619,2.5,2.6506,3.5227,5.2174,3.3333,6.8421,6.1446,4.6667,4.5205,4.4595,4.4595,4.5714,0,0
TRAIN_1050,21,174,68,CAM,5.7971,4.2105,2.6471,3.4848,2.1053,0.4918,3.8554,2.8571,4.8315,5.0,2.1875,4.0964,3.8636,5.1087,2.2222,5.3947,6.6265,4.5333,3.5616,4.3243,4.3243,2.7143,0,0
TRAIN_1054,19,170,65,CAM,5.3623,5.7895,5.1471,5.4545,5.3947,4.4262,6.3855,6.1905,6.7416,5.8333,3.125,5.0602,5.5682,6.8478,5.0617,5.5263,6.1446,6.1333,6.0274,6.0811,6.0811,5.8571,0,0
TRAIN_1059,19,177,72,CAM,5.3623,5.9211,5.0,5.0,5.7895,4.7541,6.3855,6.3095,6.4045,5.4762,3.9062,3.8554,5.2273,6.1957,5.5556,6.4474,6.3855,6.0,6.0274,5.8108,5.8108,6.1429,0,0
TRAIN_1063,19,167,59,LM,7.3913,4.8684,3.0882,5.0,0.3947,1.8033,4.6988,3.6905,5.8427,5.119,2.9688,4.2169,4.3182,6.1957,5.5556,8.2895,7.9518,5.4667,4.3836,5.4054,5.4054,2.5714,1,3
TRAIN_1065,21,183,72,CDM,6.3768,4.4737,5.1471,5.6061,6.5789,6.3934,7.2289,7.1429,6.6292,5.119,6.0938,5.9036,5.2273,6.5217,7.1605,7.1053,7.3494,6.2667,6.4384,6.3514,6.3514,7.0,0,1
TRAIN_1068,21,169,65,LM,8.9855,6.4474,6.1765,6.9697,5.6579,6.3934,6.8675,6.4286,7.3034,5.9524,5.3125,6.0241,7.6136,7.8261,8.642,9.2105,8.6747,7.2,6.9863,7.5676,7.5676,6.8571,0,3
TRAIN_1073,20,185,77,CM,5.7971,5.5263,5.7353,5.9091,6.3158,6.5574,7.1084,6.7857,7.0787,6.3095,5.4688,6.506,5.9091,6.8478,8.1481,6.7105,6.6265,6.6667,6.8493,6.7568,6.7568,7.0,0,2
TRAIN_1074,18,178,67,CAM,7.3913,3.6842,4.1176,4.8485,3.6842,3.4426,6.1446,5.4762,5.8427,5.119,2.3438,4.8193,3.9773,5.9783,3.7037,7.7632,8.0723,5.4667,4.9315,5.4054,5.4054,4.5714,1,0
TRAIN_1075,18,172,61,CAM,5.3623,4.6053,5.1471,6.3636,3.2895,1.6393,6.8675,6.5476,7.0787,5.4762,3.4375,6.0241,5.3409,7.6087,3.9506,5.9211,6.2651,6.2667,5.7534,6.0811,6.0811,4.7143,1,0
TRAIN_1077,19,174,77,LM,7.6812,6.0526,6.0294,7.1212,2.3684,3.9344,7.1084,5.4762,8.0899,6.7857,5.7812,6.3855,7.3864,7.8261,6.1728,7.7632,8.1928,7.4667,6.5753,7.5676,7.5676,4.8571,0,3
TRAIN_1078,17,176,65,CAM,4.7826,3.5526,3.0882,4.3939,2.5,1.9672,4.5783,4.5238,5.7303,4.6429,2.8125,3.8554,4.2045,6.1957,3.4568,4.7368,4.6988,4.6667,4.2466,4.5946,4.5946,3.4286,1,0
TRAIN_1081,21,174,73,CAM,6.087,4.3421,4.4118,5.1515,5.0,4.918,6.6265,6.3095,6.7416,4.881,2.9688,4.8193,4.0909,6.087,6.4198,7.2368,6.8675,5.8667,5.7534,5.8108,5.8108,5.8571,0,0
TRAIN_1082,17,180,72,CAM,6.6667,6.1842,5.8824,5.303,4.0789,5.082,6.8675,6.7857,6.5169,6.7857,4.6875,5.6627,6.25,6.087,6.5432,7.3684,7.3494,6.5333,6.4384,6.4865,6.4865,5.7143,1,0
TRAIN_1083,19,182,70,LM,7.3913,5.9211,4.5588,5.303,1.9737,2.2951,6.0241,5.2381,6.7416,4.7619,2.1875,4.0964,6.1364,6.5217,4.4444,7.2368,7.5904,6.0,5.0685,6.0811,6.0811,3.7143,1,3
TRAIN_1085,19,170,66,CAM,5.2174,5.0,5.2941,5.4545,4.6053,2.1311,6.988,6.6667,6.7416,5.5952,4.5312,6.506,5.2273,6.3043,4.1975,6.4474,6.2651,6.1333,6.0274,5.9459,5.9459,5.4286,1,0
TRAIN_1086,20,178,70,LM,5.5072,6.3158,6.1765,6.2121,5.9211,4.2623,6.8675,6.5476,7.0787,6.9048,5.3125,6.1446,7.0455,7.2826,6.6667,7.1053,6.3855,6.8,6.7123,6.8919,6.8919,6.5714,1,3
TRAIN_1090,21,168,64,CAM,6.3768,6.4474,6.0294,7.8788,2.3684,2.1311,7.2289,6.3095,8.2022,6.7857,6.4062,7.5904,6.4773,8.4783,4.5679,8.8158,7.3494,7.6,6.7123,7.2973,7.2973,4.8571,0,0
TRAIN_1091,19,183,78,CM,3.7681,5.0,4.5588,4.697,5.1316,5.082,6.3855,5.9524,6.2921,5.2381,4.375,4.0964,5.0,5.9783,5.679,5.9211,4.9398,5.7333,5.7534,5.5405,5.5405,5.7143,0,2
TRAIN_1092,18,176,74,CAM,5.3623,2.8947,3.5294,3.3333,3.5526,4.2623,5.6627,5.119,4.9438,4.7619,3.9062,2.8916,3.75,4.6739,5.1852,6.0526,5.9036,4.6667,4.6575,4.5946,4.5946,4.5714,1,0
TRAIN_1096,21,183,70,CAM,7.8261,6.8421,6.7647,8.0303,3.4211,5.9016,7.7108,7.2619,8.6517,7.381,6.0938,7.5904,7.1591,8.6957,6.5432,8.6842,8.3133,8.1333,7.3973,7.973,7.973,5.8571,0,0
TRAIN_1097,18,179,62,CDM,5.2174,4.2105,5.1471,4.2424,5.5263,5.082,6.8675,6.3095,5.9551,6.3095,5.0,4.8193,4.8864,5.2174,6.9136,6.3158,6.2651,5.7333,6.0274,5.6757,5.6757,6.2857,0,1
TRAIN_1098,17,180,60,CAM,5.6522,4.0789,2.7941,4.3939,1.0526,0.9836,4.4578,3.0952,5.8427,4.881,1.25,4.4578,4.0909,5.8696,3.0864,6.5789,6.2651,4.9333,3.8356,4.7297,4.7297,2.5714,1,0
TRAIN_1101,21,175,68,LM,7.5362,4.0789,4.4118,6.0606,5.1316,4.7541,6.2651,5.5952,6.9663,4.0476,3.2812,5.0602,6.3636,6.8478,8.1481,8.8158,8.1928,5.8667,5.7534,6.3514,6.3514,5.8571,0,3
TRAIN_1107,19,181,72,CDM,6.6667,4.3421,5.0,4.697,5.6579,5.4098,6.8675,5.9524,6.4045,5.4762,5.9375,5.7831,4.8864,5.4348,5.679,6.3158,6.988,5.7333,5.8904,5.6757,5.6757,6.2857,1,1
TRAIN_1109,21,177,74,RM,7.8261,4.6053,3.3824,4.8485,1.7105,3.2787,5.1807,2.8571,5.8427,4.6429,3.4375,4.0964,5.5682,6.1957,5.3086,7.5,8.4337,5.4667,4.2466,5.6757,5.6757,3.0,0,4
TRAIN_1110,21,182,75,CAM,5.2174,4.3421,4.4118,4.8485,2.5,3.6066,5.7831,5.3571,6.1798,5.4762,3.9062,5.7831,5.2273,6.087,4.1975,5.7895,6.1446,5.6,5.0685,5.4054,5.4054,4.1429,0,0
TRAIN_1113,19,179,74,CAM,6.087,6.3158,5.2941,6.2121,2.5,4.0984,6.747,6.1905,7.0787,5.3571,4.375,6.1446,6.1364,7.2826,5.4321,7.2368,7.3494,6.5333,5.8904,6.4865,6.4865,4.5714,1,0
TRAIN_1115,18,176,71,LM,7.971,2.7632,4.2647,6.3636,4.7368,3.7705,6.1446,3.9286,6.8539,4.4048,4.2188,4.6988,6.7045,7.2826,6.5432,8.8158,8.4337,5.7333,5.3425,6.2162,6.2162,5.5714,1,3
TRAIN_1117,21,192,79,CAM,6.8116,7.8947,7.5,8.0303,5.5263,7.0492,8.0723,8.0952,8.764,8.2143,7.1875,7.9518,7.7273,8.6957,8.5185,7.8947,7.1084,8.5333,8.3562,8.5135,8.5135,7.4286,0,0
TRAIN_1119,19,180,63,CAM,6.6667,5.5263,3.0882,4.3939,4.2105,2.7869,4.0964,3.3333,5.9551,5.0,3.2812,3.6145,4.5455,5.7609,5.0617,6.3158,7.3494,5.3333,4.6575,5.1351,5.1351,4.2857,1,0
TRAIN_1122,20,174,67,RM,7.1014,4.0789,6.0294,6.5152,5.7895,4.918,6.988,6.5476,7.0787,6.7857,6.5625,6.0241,6.9318,7.2826,8.2716,8.6842,8.0723,6.6667,6.8493,6.8919,6.8919,6.8571,1,4
TRAIN_1123,21,176,73,LM,5.7971,3.9474,3.3824,3.9394,1.5789,2.2951,4.8193,4.0476,5.3933,4.5238,1.5625,4.8193,5.2273,5.5435,5.9259,5.6579,6.747,4.8,4.1096,5.0,5.0,3.0,0,3
TRAIN_1124,21,183,68,CDM,5.7971,5.1316,6.3235,6.0606,6.7105,5.2459,7.5904,7.5,7.4157,6.9048,5.9375,7.1084,6.3636,6.8478,7.7778,6.3158,6.6265,6.8,7.1233,6.7568,6.7568,7.4286,0,1
TRAIN_1125,21,178,71,RM,8.2609,6.5789,6.4706,7.1212,2.3684,4.918,7.4699,7.0238,7.7528,7.2619,5.625,6.506,7.1591,7.7174,7.9012,8.6842,8.7952,7.6,7.1233,7.7027,7.7027,5.4286,0,4
TRAIN_1128,17,180,72,CAM,5.2174,3.6842,3.8235,4.5455,3.8158,3.2787,5.6627,5.4762,5.9551,4.7619,2.3438,3.8554,4.2045,5.7609,5.3086,7.1053,6.1446,5.2,5.0685,5.1351,5.1351,4.7143,1,0
TRAIN_1129,17,180,76,CAM,6.9565,5.6579,5.0,5.9091,3.9474,5.4098,6.506,6.0714,6.7416,5.7143,4.0625,5.6627,5.5682,6.9565,5.679,7.7632,7.1084,6.4,6.0274,6.3514,6.3514,5.4286,1,0
TRAIN_1135,21,170,66,CAM,5.2174,4.8684,5.2941,6.2121,3.8158,4.2623,6.988,6.1905,6.9663,6.5476,5.0,6.1446,5.4545,7.1739,6.5432,7.3684,6.0241,6.5333,6.3014,6.4865,6.4865,5.5714,0,0
TRAIN_1137,21,180,71,RM,5.0725,4.6053,3.0882,4.697,1.0526,2.7869,4.6988,3.2143,5.7303,3.9286,4.0625,3.7349,5.3409,6.3043,5.5556,7.2368,5.5422,5.0667,4.2466,5.2703,5.2703,2.8571,0,4
TRAIN_1139,17,182,75,CDM,5.6522,3.5526,4.8529,5.9091,5.6579,5.2459,6.506,6.7857,6.7416,5.7143,4.5312,5.5422,4.6591,6.9565,5.0617,7.7632,6.2651,5.8667,6.0274,5.8108,5.8108,6.2857,1,1
TRAIN_1142,20,168,65,LM,6.8116,3.6842,3.2353,3.3333,1.1842,2.459,4.8193,4.6429,5.5056,4.7619,0.7812,4.3373,4.5455,4.4565,4.5679,5.0,7.2289,4.5333,3.9726,4.5946,4.5946,2.8571,1,3
TRAIN_1143,20,193,80,CDM,4.7826,3.1579,4.7059,4.2424,5.5263,4.918,6.506,6.1905,6.1798,5.5952,3.75,5.5422,5.1136,5.6522,5.679,4.8684,5.4217,5.4667,5.7534,5.4054,5.4054,6.0,1,1
TRAIN_1144,19,168,61,LM,5.6522,3.2895,2.9412,4.5455,1.8421,2.2951,4.3373,4.4048,5.2809,4.2857,2.1875,3.3735,4.6591,6.1957,4.5679,7.2368,6.6265,4.6667,3.9726,4.7297,4.7297,3.0,1,3
TRAIN_1145,21,178,65,CM,4.2029,4.6053,5.5882,5.7576,5.7895,3.7705,7.1084,7.1429,6.9663,6.1905,5.0,6.2651,5.5682,6.7391,6.4198,6.9737,6.1446,6.2667,6.5753,6.2162,6.2162,6.5714,0,2
TRAIN_1151,21,178,67,CDM,5.6522,4.6053,6.7647,5.4545,6.1842,5.7377,7.2289,7.1429,6.5169,6.9048,4.2188,4.9398,7.7273,6.6304,6.1728,6.7105,6.2651,6.1333,6.4384,6.2162,6.2162,6.7143,1,1
TRAIN_1152,19,173,63,CAM,6.6667,5.6579,6.7647,6.2121,3.5526,3.9344,7.7108,7.2619,7.6404,7.2619,5.3125,6.3855,6.9318,6.7391,7.1605,7.6316,7.4699,7.2,6.9863,7.1622,7.1622,5.7143,1,0
TRAIN_1153,19,176,70,RM,6.087,3.5526,2.7941,3.9394,2.2368,2.9508,4.2169,3.4524,5.1685,3.6905,2.3438,3.012,5.3409,5.9783,6.5432,5.6579,7.1084,4.5333,4.1096,5.0,5.0,3.5714,1,4
TRAIN_1154,17,175,64,CAM,6.5217,3.2895,3.8235,6.0606,2.3684,2.7869,5.6627,5.119,6.9663,5.5952,3.75,5.0602,3.9773,7.2826,4.9383,7.1053,7.3494,5.7333,5.2055,5.6757,5.6757,4.1429,1,0
TRAIN_1155,21,175,69,RM,7.971,5.7895,4.2647,5.7576,1.7105,5.2459,5.4217,4.6429,6.5169,5.0,2.1875,5.3012,6.25,7.2826,6.0494,7.6316,8.1928,6.0,5.0685,6.2162,6.2162,3.8571,0,4
TRAIN_1156,20,177,73,CDM,6.087,5.6579,6.9118,6.6667,7.3684,7.2131,8.4337,7.7381,7.8652,7.5,7.0312,7.9518,6.25,7.0652,8.3951,6.9737,6.747,7.4667,7.8082,7.2973,7.2973,8.1429,0,1
TRAIN_1160,21,177,74,LM,7.3913,6.5789,5.7353,6.2121,1.5789,5.5738,6.8675,6.0714,6.9663,5.7143,4.375,6.1446,6.7045,7.2826,5.8025,7.3684,8.1928,6.8,6.0274,6.8919,6.8919,4.2857,0,3
TRAIN_1169,20,175,70,RM,7.2464,5.1316,4.4118,6.0606,1.1842,2.623,5.3012,4.881,6.7416,5.4762,2.5,5.5422,6.25,7.2826,4.6914,7.2368,8.0723,6.0,5.0685,6.0811,6.0811,3.4286,1,4
TRAIN_1176,21,180,78,CDM,3.913,4.3421,5.0,4.5455,5.7895,5.5738,7.2289,6.3095,6.6292,4.4048,4.375,4.5783,5.2273,5.6522,7.1605,4.2105,4.9398,5.4667,5.8904,5.5405,5.5405,6.4286,0,1
TRAIN_1180,21,178,67,CAM,4.6377,4.7368,4.8529,6.2121,2.3684,2.2951,5.1807,6.1905,7.3034,6.6667,6.25,6.1446,5.9091,7.0652,2.716,6.4474,6.3855,6.2667,5.6164,6.0811,6.0811,4.1429,1,0
TRAIN_1182,19,181,67,RM,9.1304,6.7105,5.8824,7.4242,2.3684,4.5902,7.1084,5.9524,7.6404,5.8333,5.9375,6.747,7.6136,8.2609,6.6667,9.2105,9.1566,7.4667,6.4384,7.7027,7.7027,4.7143,0,4
TRAIN_1183,19,171,64,CAM,6.9565,5.6579,5.0,5.7576,1.4474,5.082,6.3855,5.5952,6.6292,5.4762,4.0625,6.1446,5.9091,6.8478,6.5432,7.1053,7.5904,6.4,5.6164,6.3514,6.3514,4.1429,0,0
TRAIN_1187,21,178,66,CAM,6.5217,5.6579,5.5882,5.7576,5.9211,5.9016,6.8675,6.6667,6.8539,6.4286,5.0,6.0241,6.0227,6.7391,7.7778,6.8421,7.1084,6.6667,6.7123,6.6216,6.6216,6.7143,0,0
TRAIN_1188,21,173,60,CDM,7.1014,5.0,5.2941,5.9091,6.3158,6.2295,6.6265,6.4286,6.5169,6.3095,5.4688,6.1446,5.5682,6.7391,8.2716,8.6842,7.4699,6.5333,6.5753,6.6216,6.6216,7.0,0,1
TRAIN_1192,18,177,76,RM,5.2174,4.4737,2.6471,3.9394,1.0526,2.459,3.9759,3.4524,5.7303,4.2857,1.25,4.3373,4.5455,5.5435,3.7037,5.1316,5.7831,4.5333,3.6986,4.5946,4.5946,2.5714,1,4
TRAIN_1195,21,180,71,CAM,5.0725,5.9211,4.5588,5.303,0.9211,3.1148,6.3855,5.7143,6.4045,5.2381,4.8438,5.3012,4.7727,6.5217,4.4444,6.4474,5.7831,6.1333,5.3425,5.8108,5.8108,3.4286,0,0
TRAIN_1197,21,179,72,CM,5.7971,6.1842,6.0294,6.3636,6.4474,6.5574,7.2289,6.7857,7.3034,6.6667,5.7812,6.2651,7.0455,7.2826,9.1358,7.2368,6.506,7.0667,7.2603,7.1622,7.1622,7.2857,0,2
TRAIN_1198,20,189,74,RM,8.1159,5.3947,4.2647,6.0606,1.4474,3.4426,5.7831,4.7619,7.0787,4.6429,2.9688,4.2169,6.25,7.7174,2.3457,6.5789,9.0361,6.1333,4.9315,6.3514,6.3514,3.5714,0,4
TRAIN_1199,19,182,70,RM,7.5362,5.7895,5.7353,6.6667,2.6316,4.7541,6.506,6.0714,7.5281,7.381,5.4688,5.5422,6.4773,8.0435,6.5432,6.5789,7.5904,7.0667,6.4384,7.1622,7.1622,5.0,1,4
TRAIN_1201,20,178,73,RM,6.9565,5.2632,4.8529,5.4545,3.8158,5.082,6.2651,5.4762,7.191,5.8333,2.6562,5.6627,5.9091,6.413,6.4198,6.1842,7.5904,6.1333,5.7534,6.2162,6.2162,5.1429,0,4
TRAIN_1202,21,178,75,RM,7.1014,4.7368,5.1471,5.9091,3.0263,2.9508,6.2651,5.5952,6.7416,5.9524,5.3125,5.5422,6.4773,7.0652,5.8025,7.3684,7.9518,6.4,5.8904,6.6216,6.6216,4.8571,0,4
TRAIN_1203,19,183,75,CAM,6.087,4.3421,3.2353,4.697,1.4474,0.9836,4.8193,3.4524,6.0674,4.881,1.5625,4.4578,4.7727,6.087,2.3457,6.5789,6.3855,5.0667,4.1096,5.0,5.0,2.8571,1,0
TRAIN_1206,20,179,76,CAM,6.8116,7.3684,5.2941,7.4242,1.7105,6.5574,7.1084,5.8333,7.9775,6.5476,6.25,7.1084,4.7727,8.3696,7.037,7.3684,7.4699,7.6,6.7123,7.2973,7.2973,4.8571,1,0
TRAIN_1207,18,177,70,CAM,5.3623,4.3421,3.6765,4.3939,2.5,2.9508,5.5422,5.0,5.618,4.5238,4.8438,4.0964,4.3182,5.7609,3.4568,5.6579,6.0241,5.2,4.7945,5.1351,5.1351,4.0,1,0
TRAIN_1210,21,175,70,CDM,5.3623,4.0789,6.3235,6.5152,7.8947,6.7213,8.1928,7.9762,7.7528,7.2619,7.1875,7.3494,5.2273,7.1739,7.4074,6.1842,6.3855,6.9333,7.6712,6.8919,6.8919,8.4286,0,1
TRAIN_1216,20,183,75,LM,7.1014,3.5526,2.6471,5.4545,1.4474,4.5902,4.5783,2.9762,6.1798,4.0476,2.5,3.494,4.5455,7.3913,6.4198,6.5789,7.9518,5.0667,4.2466,5.4054,5.4054,3.1429,1,3
TRAIN_1217,20,187,79,CM,4.6377,4.3421,5.0,5.1515,5.9211,5.4098,6.747,6.3095,6.5169,5.8333,4.375,5.6627,5.2273,6.5217,5.4321,5.5263,5.7831,6.0,6.1644,5.8108,5.8108,6.2857,0,2
TRAIN_1221,20,175,66,CAM,6.5217,5.5263,3.9706,5.6061,2.3684,2.7869,5.4217,4.881,6.7416,4.7619,3.5938,5.0602,5.2273,6.8478,3.9506,7.1053,7.2289,5.8667,4.9315,5.8108,5.8108,3.7143,0,0
TRAIN_1222,19,175,67,CAM,6.2319,4.8684,4.4118,4.697,5.0,5.2459,6.1446,5.4762,5.9551,5.119,3.4375,5.3012,4.7727,5.7609,6.2963,7.2368,6.988,5.6,5.4795,5.5405,5.5405,5.7143,0,0
TRAIN_1227,21,178,72,CM,4.6377,3.6842,4.8529,5.6061,5.2632,4.7541,6.506,5.9524,6.9663,5.7143,4.6875,4.3373,5.2273,6.7391,5.8025,6.7105,6.2651,5.7333,5.8904,5.8108,5.8108,6.0,0,2
TRAIN_1228,20,185,80,CAM,4.3478,5.5263,5.4412,4.8485,4.8684,4.2623,6.3855,6.3095,6.2921,6.3095,4.2188,5.9036,6.3636,5.9783,6.4198,6.3158,5.7831,6.1333,6.0274,5.9459,5.9459,5.7143,0,0
TRAIN_1230,20,180,69,CM,3.7681,4.2105,5.0,5.303,5.0,2.7869,6.6265,6.0714,6.7416,6.1905,5.1562,5.4217,4.6591,6.413,3.8272,4.7368,4.9398,5.8667,6.0274,5.5405,5.5405,5.7143,0,2
TRAIN_1231,16,175,68,CAM,5.2174,3.8158,4.1176,4.3939,3.0263,1.9672,6.1446,5.8333,5.2809,4.4048,3.125,4.6988,4.4318,5.9783,2.4691,5.9211,6.2651,5.0667,4.6575,5.0,5.0,4.0,1,0
TRAIN_1234,19,180,68,RM,7.5362,6.3158,4.8529,6.0606,1.8421,5.7377,6.2651,5.8333,6.9663,4.7619,4.6875,5.7831,6.25,6.8478,6.6667,8.1579,7.7108,6.5333,5.7534,6.6216,6.6216,4.2857,0,4
TRAIN_1235,17,182,71,RM,6.6667,4.0789,3.2353,4.2424,2.1053,3.6066,4.6988,4.0476,5.1685,4.881,3.125,5.1807,4.3182,5.6522,5.4321,6.9737,7.4699,4.9333,4.3836,5.0,5.0,3.4286,1,4
TRAIN_1239,21,173,65,RM,6.3768,4.0789,3.6765,4.5455,1.9737,4.0984,5.4217,4.1667,5.618,5.4762,3.5938,5.3012,4.2045,5.7609,5.9259,7.1053,6.988,5.3333,4.6575,5.4054,5.4054,3.7143,0,4
TRAIN_1241,20,184,75,RM,5.6522,4.7368,4.1176,4.8485,2.8947,4.0984,4.6988,4.7619,6.5169,6.0714,3.9062,4.8193,5.9091,5.9783,6.4198,6.0526,6.506,5.6,5.2055,5.8108,5.8108,4.2857,0,4
TRAIN_1242,21,176,70,CAM,6.087,5.7895,4.8529,5.0,4.3421,4.2623,6.2651,6.1905,6.2921,6.0714,3.4375,4.6988,5.0,6.3043,6.4198,5.3947,6.988,6.1333,5.8904,6.0811,6.0811,5.2857,0,0
TRAIN_1243,21,179,76,CDM,4.9275,4.7368,4.8529,4.697,6.0526,5.4098,6.6265,7.1429,6.7416,5.7143,5.7812,5.6627,3.75,5.2174,7.1605,6.4474,5.9036,6.0,6.4384,5.6757,5.6757,6.7143,0,1
TRAIN_1244,19,173,71,CAM,5.6522,5.5263,5.5882,6.0606,3.5526,2.9508,7.2289,6.9048,6.9663,7.1429,4.8438,6.6265,4.6591,6.7391,6.1728,7.7632,6.6265,6.9333,6.7123,6.4865,6.4865,5.5714,1,0
TRAIN_1245,21,173,60,RM,5.942,4.7368,4.2647,5.303,0.7895,4.0984,6.0241,5.119,6.4045,5.2381,3.4375,4.3373,5.1136,6.5217,6.9136,6.9737,6.3855,5.7333,5.2055,5.8108,5.8108,3.4286,0,4
TRAIN_1248,21,183,75,CDM,3.7681,4.2105,3.6765,4.3939,5.7895,4.918,5.7831,5.3571,6.0674,4.881,3.75,4.3373,3.2955,5.8696,6.9136,4.8684,4.8193,4.9333,5.3425,4.7297,4.7297,5.8571,0,1
TRAIN_1249,19,180,77,LM,6.2319,5.7895,5.8824,5.7576,6.1842,5.082,7.2289,6.6667,6.7416,6.5476,3.9062,5.4217,6.25,7.2826,6.9136,6.1842,6.8675,6.6667,6.7123,6.7568,6.7568,6.5714,0,3
TRAIN_1250,18,174,64,CAM,5.6522,4.6053,3.9706,5.1515,4.3421,2.459,5.3012,4.881,6.0674,5.9524,3.4375,5.7831,4.2045,6.3043,5.4321,7.2368,6.747,5.7333,5.3425,5.5405,5.5405,4.8571,0,0
TRAIN_1251,18,170,63,CAM,4.7826,5.2632,5.1471,5.6061,4.7368,2.7869,6.988,5.7143,6.5169,6.1905,3.75,6.747,4.8864,6.6304,4.5679,7.7632,6.6265,6.1333,5.8904,5.8108,5.8108,5.4286,1,0
TRAIN_1252,20,171,63,CAM,6.5217,4.0789,3.9706,4.697,3.2895,4.2623,5.9036,5.3571,5.5056,5.4762,3.75,4.8193,3.9773,5.8696,5.679,8.1579,6.988,5.6,5.2055,5.4054,5.4054,4.7143,0,0
TRAIN_1253,19,178,68,CAM,5.3623,5.3947,4.8529,5.0,3.1579,1.8033,6.506,5.9524,6.2921,5.0,4.5312,5.9036,5.6818,6.1957,2.4691,6.0526,6.0241,5.8667,5.3425,5.8108,5.8108,4.4286,0,0
TRAIN_1255,16,177,67,CAM,5.2174,4.2105,4.5588,4.697,4.6053,3.6066,6.8675,5.9524,5.7303,5.4762,3.125,3.7349,4.0909,5.8696,4.4444,8.2895,6.6265,5.7333,5.6164,5.4054,5.4054,5.4286,1,0
TRAIN_1256,19,172,65,CAM,5.6522,5.1316,5.0,5.6061,2.6316,2.623,6.0241,5.7143,6.2921,5.5952,3.4375,4.4578,6.1364,7.0652,5.1852,7.1053,6.747,6.0,5.3425,5.9459,5.9459,4.1429,0,0
TRAIN_1258,20,188,72,LM,7.3913,4.7368,4.7059,5.4545,5.3947,5.4098,5.7831,5.0,6.5169,5.7143,4.5312,5.7831,6.1364,6.413,8.0247,7.2368,7.9518,6.1333,5.8904,6.3514,6.3514,5.8571,0,3
TRAIN_1261,21,177,68,CDM,5.3623,4.0789,3.8235,5.0,5.3947,7.0492,5.9036,5.7143,6.1798,4.7619,3.75,4.3373,3.8636,6.1957,8.642,6.8421,6.506,5.4667,5.7534,5.5405,5.5405,6.0,0,1
TRAIN_1265,20,177,68,RM,6.5217,5.1316,4.5588,5.9091,4.0789,2.623,6.0241,5.5952,6.8539,4.6429,3.125,5.1807,5.5682,7.0652,5.0617,8.0263,7.5904,5.8667,5.4795,5.9459,5.9459,5.0,0,4
TRAIN_1266,19,172,68,CAM,5.5072,5.7895,4.4118,5.7576,0.9211,2.459,6.1446,4.7619,5.7303,6.0714,5.3125,4.3373,4.4318,7.8261,5.5556,5.2632,5.7831,6.1333,5.3425,5.9459,5.9459,3.4286,1,0
